Gene	Expt	x	y	neighbour	neighbour_array	neighbour_prob
Slc17a8	59	19577.503245796	26111.6630169508	86080	[76841, 76794, 77905, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19577.503245796	26289.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Crhbp	16	19577.503245796	26367.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	19577.503245796	26477.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Kit	29	19577.503245796	26517.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	19577.503245796	26544.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Chrm2	8	19577.503245796	26594.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	19577.503245796	26610.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Calb1	3	19577.503245796	26761.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19577.503245796	26907.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Calb2	4	19577.503245796	26917.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	19577.503245796	26950.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Sncg	62	19577.503245796	26958.6630169508	86080	[76242, 76345, 73619, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19577.503245796	26976.6630169508	86080	[76242, 76345, 73619, 86080]	[0.0, 0.0, 0.0, 1.0]
Pnoc	46	19577.503245796	27068.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19577.503245796	27121.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Bcl11b	1	19577.503245796	27126.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	19577.503245796	27224.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19577.503245796	27294.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	19578.503245796	26050.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Plp1	45	19578.503245796	26065.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	19578.503245796	26124.6630169508	86080	[76841, 76794, 77905, 86080]	[0.0, 0.0, 0.0, 1.0]
Grin3a	23	19578.503245796	26190.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Cadps2	2	19578.503245796	26209.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	19578.503245796	26214.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Grin3a	23	19578.503245796	26242.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	19578.503245796	26302.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19578.503245796	26454.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Cxcl14	18	19578.503245796	26667.6630169508	86080	[76794, 76841, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Lhx6	31	19578.503245796	26694.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	19578.503245796	26699.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Yjefn3	72	19578.503245796	26941.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	19578.503245796	27157.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cdh13	6	19578.503245796	27259.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	19578.503245796	27305.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	19579.503245796	26131.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	19579.503245796	26422.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	19579.503245796	26534.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19579.503245796	26584.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	19579.503245796	26643.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	19579.503245796	26654.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Bcl11b	1	19579.503245796	26659.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Grin3a	23	19579.503245796	26676.6630169508	86080	[76794, 76841, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	19579.503245796	26774.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19579.503245796	26793.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Sema3c	57	19579.503245796	26805.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19579.503245796	26862.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	19579.503245796	27055.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19579.503245796	27301.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sema3c	57	19580.503245796	26041.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Hapln1	24	19580.503245796	26353.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	19580.503245796	26437.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Kit	29	19580.503245796	26508.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	19580.503245796	26549.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19580.503245796	26570.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	19580.503245796	26627.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	19580.503245796	26721.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Cox6a2	12	19580.503245796	26748.6630169508	86080	[76242, 76794, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19580.503245796	26880.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	19580.503245796	26892.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	19580.503245796	26982.6630169508	86080	[76242, 76345, 73619, 86080]	[0.0, 0.0, 0.0, 1.0]
Sema3c	57	19580.503245796	27032.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19580.503245796	27091.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cox6a2	12	19580.503245796	27102.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19580.503245796	27152.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	19580.503245796	27212.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Plp1	45	19580.503245796	27236.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	19580.503245796	27289.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	19580.503245796	27310.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cox6a2	12	19581.503245796	26093.6630169508	86080	[77905, 76841, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	19581.503245796	26410.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	19582.503245796	26020.6630169508	86080	[77905, 77934, 77541, 86080]	[0.0, 0.0, 0.0, 1.0]
Calb1	3	19582.503245796	26062.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	19582.503245796	26111.6630169508	86080	[76841, 77905, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	19582.503245796	26169.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19582.503245796	26596.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Crhbp	16	19582.503245796	26865.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cxcl14	18	19582.503245796	27042.6630169508	86080	[73619, 76242, 73466, 86080]	[0.0, 0.0, 0.0, 1.0]
Kcnk2	27	19583.503245796	26223.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19583.503245796	26346.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	19583.503245796	26630.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19583.503245796	26647.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	19583.503245796	26677.6630169508	86080	[76794, 76841, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	19583.503245796	26790.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	19583.503245796	27111.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19583.503245796	27126.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	19583.503245796	27135.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	19583.503245796	27161.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19583.503245796	27298.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	19584.503245796	26046.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	19584.503245796	26055.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Bcl11b	1	19584.503245796	26190.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19584.503245796	26210.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19584.503245796	26301.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Aldoc	0	19584.503245796	26388.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Yjefn3	72	19584.503245796	26413.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Cplx2	13	19584.503245796	26611.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19584.503245796	26708.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	19584.503245796	26741.6630169508	86080	[76242, 76794, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Cdh13	6	19584.503245796	26885.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Aldoc	0	19584.503245796	26903.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Aldoc	0	19584.503245796	26918.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Cplx2	13	19584.503245796	26927.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac1	65	19584.503245796	27120.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19584.503245796	27313.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19585.503245796	26072.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Crhbp	16	19585.503245796	26078.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	19585.503245796	26174.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Cdh13	6	19585.503245796	26308.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	19585.503245796	26352.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Kcnk2	27	19585.503245796	26368.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19585.503245796	26542.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Vip	70	19585.503245796	26617.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Ndnf	32	19585.503245796	26728.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Cxcl14	18	19585.503245796	26851.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Vip	70	19585.503245796	27034.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	19585.503245796	27057.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19585.503245796	27185.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Kcnk2	27	19586.503245796	26083.6630169508	86080	[77905, 77934, 76841, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	19586.503245796	26104.6630169508	86080	[77905, 76841, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	19586.503245796	26139.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19586.503245796	26238.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	19586.503245796	26262.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	19586.503245796	26383.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	19586.503245796	26870.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Pvalb	49	19586.503245796	27105.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19587.503245796	26019.6630169508	86080	[77905, 77934, 77541, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19587.503245796	26582.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19587.503245796	26604.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Crh	15	19587.503245796	26625.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Sema3c	57	19587.503245796	26755.6630169508	86080	[76242, 76794, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19587.503245796	26770.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Yjefn3	72	19587.503245796	27166.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	19587.503245796	27206.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	19587.503245796	27214.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	19587.503245796	27238.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	19587.503245796	27289.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	19588.503245796	26360.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	19588.503245796	26385.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Lhx6	31	19588.503245796	26414.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	19588.503245796	26418.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	19588.503245796	26446.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19588.503245796	26470.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	19588.503245796	26513.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	19588.503245796	26643.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Cox6a2	12	19588.503245796	26654.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Reln	52	19588.503245796	26736.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	19588.503245796	26760.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Pnoc	46	19588.503245796	26787.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19588.503245796	26815.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Sema3c	57	19588.503245796	26848.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	19588.503245796	26883.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	19588.503245796	27044.6630169508	86080	[73619, 76242, 73466, 86080]	[0.0, 0.0, 0.0, 1.0]
Chrm2	8	19588.503245796	27097.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19588.503245796	27112.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	19588.503245796	27132.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19588.503245796	27179.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	19588.503245796	27186.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19588.503245796	27191.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	19588.503245796	27273.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	19589.503245796	26123.6630169508	86080	[76841, 76794, 77905, 86080]	[0.0, 0.0, 0.0, 1.0]
Bcl11b	1	19589.503245796	26371.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	19589.503245796	26407.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19589.503245796	26451.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	19589.503245796	26649.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Id2	26	19589.503245796	26674.6630169508	86080	[76794, 76841, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	19589.503245796	26797.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	19589.503245796	26840.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19589.503245796	26855.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Chrm2	8	19589.503245796	27027.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	19589.503245796	27068.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs12	54	19589.503245796	27073.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cxcl14	18	19589.503245796	27078.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19589.503245796	27284.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Crhbp	16	19590.503245796	27140.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	19591.503245796	26006.6630169508	86080	[77905, 77934, 77541, 86080]	[0.0, 0.0, 0.0, 1.0]
Penk	43	19591.503245796	26247.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	19591.503245796	26326.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Th	67	19591.503245796	26381.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19591.503245796	26434.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Id2	26	19591.503245796	26677.6630169508	86080	[76794, 76841, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	19591.503245796	27064.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	19591.503245796	27086.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs12	54	19591.503245796	27105.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	19592.503245796	26234.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19592.503245796	26355.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19592.503245796	26368.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19592.503245796	26423.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Id2	26	19592.503245796	26466.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Bcl11b	1	19592.503245796	26492.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Pvalb	49	19592.503245796	26535.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	19592.503245796	26590.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19592.503245796	26685.6630169508	86080	[76794, 76841, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Kctd12	28	19592.503245796	26712.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	19592.503245796	26744.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19592.503245796	26769.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	19592.503245796	26873.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	19592.503245796	26948.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Plp1	45	19592.503245796	27012.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	19592.503245796	27035.6630169508	86080	[73619, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Cplx2	13	19592.503245796	27121.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	19592.503245796	27150.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	19592.503245796	27156.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	19592.503245796	27305.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	19593.503245796	26268.6630169508	86080	[76841, 76794, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Kcnk2	27	19593.503245796	26396.6630169508	86080	[76794, 76841, 76871, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	19593.503245796	26522.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	19593.503245796	26543.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	19593.503245796	26563.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs4	55	19593.503245796	26571.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	19593.503245796	26601.6630169508	86080	[76794, 76841, 76710, 86080]	[0.0, 0.0, 0.0, 1.0]
Pvalb	49	19593.503245796	26614.6630169508	86080	[76794, 76841, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Nov	35	19593.503245796	26719.6630169508	86080	[76794, 76242, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Nrn1	39	19593.503245796	26761.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	19593.503245796	26845.6630169508	86080	[76242, 76345, 76794, 86080]	[0.0, 0.0, 0.0, 1.0]
Bcl11b	1	19593.503245796	26955.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	19593.503245796	27047.6630169508	86080	[73619, 76242, 73466, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	19593.503245796	27097.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	19593.503245796	27160.6630169508	86080	[73619, 73466, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
